,Age,Name,Yomi,StateData,RecommendData,Kubun,VotesCount,BtnParty,CountData,PositionData,CareerData,Bg1,Bg2,Bg3,Bg4,Bg5,Bg6,Bg7,Bg8,Bg9,Bg10,Bg11,Bg12,Bg13,Bg14,Bg15
756,36,戸井田真太郎,といだ　しんたろう,新,,兵庫１２区,42664,無所属,0,［元］衆議員秘書,［元］衆院議員秘書［歴］ホテル社員▽姫路青年会議所理事▽独協大,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,1. 国民の負担を増やしても給付を維持すべきだ,1. 必要だ,1. 問題ない,1. 見直すべきだ,1. 見直すべきだ,2. 反対,1. 引き受けてもいい,1. 必要だ,1. 賛成,1. 賛成
757,55,村上　賀厚,むらかみ　のりあつ,新,,兵庫１２区,27835,維新の党,0,会社役員,経営コンサルタント会社役員［歴］通信社人事本部長▽米エール大院,2. 反対,無回答,無回答,2. 導入すべきでない,2. 評価しない,無回答,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,1. 引き受けてもいい,2. 必要でない,2. 反対,無回答
758,64,堀　　　譲,ほり　ゆずる,新,,兵庫１２区,14871,共産党,0,党地区委員,党西播地区委員・兵庫１２区国政対策委員長［歴］たつの市議▽中京大,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
759,60,逢沢　一郎,あいさわ　いちろう,前,［公］,岡山１区,90059,自民党,10,［元］党国対委長,［元］党国対委員長［歴］副外相▽議運委員長▽党総裁特別補佐▽慶大,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,1. 国民の負担を増やしても給付を維持すべきだ,1. 必要だ,非該当,2. 見直すべきでない,1. 見直すべきだ,1. 賛成,1. 引き受けてもいい,1. 必要だ,2. 反対,1. 賛成
760,45,高井　崇志,たかい　たかし,元,,岡山１区,56135,維新の党,2,ＩＴ会社社長,ＩＴ会社社長［歴］総務省事業政策課課長補佐▽参院議員秘書▽東大,2. 反対,2. 反対,2. 評価しない,2. 導入すべきでない,2. 評価しない,2. 負担増は耐えられないので給付水準が下がるのはやむをえない,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,1. 賛成
761,56,向谷　千鳥,むかいだに　ちどり,新,,岡山１区,15105,共産党,0,党地区役員,党岡山地区女性部長［歴］保育園職員▽東京都武蔵野市議▽兵庫・伊丹北高,2. 反対,2. 反対,非該当,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
762,49,山下　貴司,やま　した　たか　し,前,［公］,岡山２区,71436,自民党,2,弁護士,弁護士［歴］東京地検特捜部検事▽在米日本大使館１等書記官▽東大,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,非該当,1. 必要だ,1. 問題ない,非該当,非該当,非該当,非該当,1. 必要だ,1. 賛成,1. 賛成
763,43,津村　啓介,つむら　けいすけ,前,,岡山２区,56951,民主党,5,［元］内閣政務官,［元］内閣政務官▽党青年委員会顧問［歴］日銀職員▽党政調副会長▽東大,2. 反対,2. 反対,2. 評価しない,2. 導入すべきでない,2. 評価しない,1. 国民の負担を増やしても給付を維持すべきだ,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,1. 賛成
764,67,井上　素子,いのうえ　もとこ,新,,岡山２区,15652,共産党,0,党地区役員,党地区役員・２区国政対策委員長［歴］玉野市議▽日本社会事業大,2. 反対,2. 反対,非該当,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
765,75,平沼　赳夫,ひらぬま　たけお,前,,岡山３区,73852,次世代の党,12,党首,党首▽拉致議連会長［歴］日本維新の会国会議員団代表▽慶大,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,2. 評価しない,1. 国民の負担を増やしても給付を維持すべきだ,1. 必要だ,1. 問題ない,1. 見直すべきだ,1. 見直すべきだ,2. 反対,2. 引き受けたくない,1. 必要だ,1. 賛成,1. 賛成
766,55,阿部　俊子,あべ　としこ,前,［公］,岡山３区,57647,自民党,4,副農相,副農相［歴］党国対副委員長▽外務政務官▽厚労委理事▽米イリノイ州立大院,非該当,非該当,1. 評価する,非該当,1. 評価する,無回答,非該当,非該当,非該当,非該当,1. 賛成,非該当,1. 必要だ,非該当,1. 賛成
767,69,古松　国昭,ふるまつ　くにあき,新,,岡山３区,18654,共産党,0,党県委員,党県委員・３区国政対策委員長［歴］松下電器社員▽香川・詫間電波高,2. 反対,2. 反対,非該当,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
768,40,橋本　　岳,はしもと　がく,前,［公］,岡山４区,91189,自民党,3,厚労政務官,厚労政務官［歴］三菱総合研究所研究員▽党国対副委員長▽慶大院,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,2. 負担増は耐えられないので給付水準が下がるのはやむをえない,1. 必要だ,1. 問題ない,2. 見直すべきでない,2. 見直すべきでない,2. 反対,1. 引き受けてもいい,1. 必要だ,2. 反対,1. 賛成
769,42,柚木　道義,ゆのき　みちよし,前,,岡山４区,75338,民主党,4,［元］財務政務官,［元］財務政務官▽党政調副会長・県代表［歴］会社員▽党県幹事長▽岡山大,2. 反対,2. 反対,2. 評価しない,1. 導入すべきだ,2. 評価しない,無回答,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,1. 引き受けてもいい,2. 必要でない,2. 反対,2. 反対
770,50,垣内　雄一,かきうち　ゆういち,新,,岡山４区,13629,共産党,0,党県常任委員,党県常任委員・倉敷地区委員長［歴］党岡山地区副委員長▽神戸学院大,2. 反対,2. 反対,非該当,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
771,59,加藤　勝信,かとう　かつのぶ,前,［公］,岡山５区,105969,自民党,5,官房副長官,官房副長官▽内閣人事局長▽党県会長［歴］党副幹事長▽東大,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,2. 負担増は耐えられないので給付水準が下がるのはやむをえない,1. 必要だ,1. 問題ない,2. 見直すべきでない,2. 見直すべきでない,無回答,無回答,1. 必要だ,1. 賛成,1. 賛成
772,57,美見　芳明,みいみ　よしあき,新,,岡山５区,27693,共産党,0,党県委員,党県委員・５区国政対策委員長［歴］党県常任委員▽姫路工大,2. 反対,2. 反対,非該当,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
773,57,石破　　茂,いしば　しげる,前,［公］,鳥取１区,93105,自民党,10,地方創生相,地方創生相［歴］三井銀行員▽防衛相▽農相▽党政調会長・幹事長▽慶大,1. 賛成,1. 賛成,1. 評価する,無回答,1. 評価する,無回答,1. 必要だ,無回答,2. 見直すべきでない,2. 見直すべきでない,無回答,1. 引き受けてもいい,1. 必要だ,1. 賛成,1. 賛成
774,50,塚田　成幸,つかだ　なるゆき,新,,鳥取１区,22888,共産党,0,党地区委員長,党県東・中部地区委員長［歴］鳥取医療生協職員▽民青同盟県委員長▽法大,2. 反対,2. 反対,2. 評価しない,無回答,2. 評価しない,無回答,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,無回答,2. 必要でない,2. 反対,2. 反対
775,53,赤沢　亮正,あかざわ　りょうせい,前,［公］,鳥取２区,76579,自民党,4,副内閣相,副内閣相［歴］国交省企画官▽党政調会長補佐▽国交政務官▽東大,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,無回答,1. 必要だ,無回答,無回答,無回答,無回答,無回答,1. 必要だ,1. 賛成,無回答
776,52,湯原　俊二,ゆはら　しゅんじ,元,,鳥取２区,49297,民主党,1,［元］党県代表,［元］党県代表▽農業［歴］衆院議員秘書▽米子市議▽県議▽総務委員▽早大,2. 反対,2. 反対,2. 評価しない,2. 導入すべきでない,2. 評価しない,無回答,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,無回答,2. 必要でない,2. 反対,2. 反対
777,39,福住　英行,ふくずみ　ひでゆき,新,,鳥取２区,10270,共産党,0,党地区委員長,党県西部地区委員長▽党県委員［歴］赤旗記者▽千葉大,2. 反対,2. 反対,2. 評価しない,無回答,2. 評価しない,無回答,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,無回答,2. 必要でない,2. 反対,2. 反対
778,57,岸田　文雄,きしだ　ふみお,前,［公］,広島１区,96236,自民党,8,外相,外相▽党県会長［歴］日本長期信用銀行員▽内閣府特命担当相▽早大,無回答,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,無回答,1. 必要だ,無回答,2. 見直すべきでない,2. 見直すべきでない,無回答,無回答,1. 必要だ,無回答,無回答
779,48,白坂　理香,しらさか　りか,新,,広島１区,25452,維新の党,0,造園会社社長,造園会社社長▽党県支部長▽佐賀・伊万里商高,1. 賛成,2. 反対,1. 評価する,2. 導入すべきでない,2. 評価しない,2. 負担増は耐えられないので給付水準が下がるのはやむをえない,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,1. 賛成
780,48,大西　　理,おおにし　おさむ,新,,広島１区,18737,共産党,0,党地区委員長,党広島市東地区委員長［歴］党県常任委員▽大阪経済法科大中退,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
781,47,伊藤　真二,いとう　しんじ,新,,広島１区,5986,次世代の党,0,［元］海上自衛官,［元］海上自衛隊電測員［歴］中丸啓衆院議員秘書▽福岡・伝習館高中退,1. 賛成,2. 反対,2. 評価しない,1. 導入すべきだ,1. 評価する,無回答,2. 必要でない,1. 問題ない,1. 見直すべきだ,1. 見直すべきだ,1. 賛成,1. 引き受けてもいい,1. 必要だ,1. 賛成,1. 賛成
782,66,平口　　洋,ひらぐち　ひろし,前,［公］,広島２区,102719,自民党,3,［元］法務政務官,党県支部長［歴］国交省河川局次長▽法務政務官▽東大,2. 反対,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,無回答,1. 必要だ,1. 問題ない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,1. 必要だ,1. 賛成,無回答
783,43,松本　大輔,まつもと　だいすけ,元,,広島２区,77234,民主党,3,［元］副文科相,［元］副文科相［歴］東京三菱銀行員▽松下政経塾生▽防衛政務官▽東大,非該当,非該当,非該当,非該当,2. 評価しない,非該当,非該当,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,無回答,非該当,非該当,非該当
784,60,藤本　聡志,ふじもと　さとし,新,,広島２区,16794,共産党,0,党県地区役員,党県地区副委員長［歴］県農協中央会職員▽病院総務課長▽東京農工大,2. 反対,2. 反対,2. 評価しない,1. 導入すべきだ,2. 評価しない,無回答,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
785,51,河井　克行,かわい　かつゆき,前,［公］,広島３区,85311,自民党,6,［元］副法相,［元］副法相▽党金融調査会副会長［歴］松下政経塾生▽県議▽外務政務官▽慶大,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,1. 国民の負担を増やしても給付を維持すべきだ,非該当,非該当,非該当,非該当,1. 賛成,1. 引き受けてもいい,1. 必要だ,1. 賛成,1. 賛成
786,44,橋本　博明,はしもと　ひろあき,元,,広島３区,66549,民主党,1,党県副代表,党県副代表［歴］科技庁職員▽内閣官房行政改革推進事務局員▽広島大院,無回答,無回答,無回答,非該当,2. 評価しない,無回答,無回答,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,無回答,無回答,非該当,非該当
787,67,清水　貞子,しみず　ていこ,新,,広島３区,16514,共産党,0,党県委員,党県委員▽原水爆禁止安佐北区代表理事▽広島商大,2. 反対,2. 反対,2. 評価しない,2. 導入すべきでない,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
788,44,中川　俊直,なかがわ　としなお,前,［公］,広島４区,89748,自民党,2,党副部会長,党厚労副部会長・内閣副部会長［歴］衆院議員秘書▽早大院,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,2. 負担増は耐えられないので給付水準が下がるのはやむをえない,1. 必要だ,1. 問題ない,1. 見直すべきだ,1. 見直すべきだ,1. 賛成,非該当,1. 必要だ,非該当,1. 賛成
789,51,中丸　　啓,なかまる　ひろむ,前,,広島４区,26977,次世代の党,1,党県会長,党県会長・党総務会長代理［歴］ＩＴ会社社長▽廿日市高,1. 賛成,1. 賛成,1. 評価する,非該当,非該当,2. 負担増は耐えられないので給付水準が下がるのはやむをえない,非該当,1. 問題ない,1. 見直すべきだ,1. 見直すべきだ,2. 反対,1. 引き受けてもいい,1. 必要だ,1. 賛成,1. 賛成
790,52,中石　　仁,なかいし　ひとし,新,,広島４区,21500,共産党,0,党県委員,党県委員・広島市東地区常任委員［歴］広島電鉄社員▽音戸高,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
791,56,寺田　　稔,てらだ　みのる,前,［公］,広島５区,95526,自民党,4,党国対副委長,党国対副委員長［歴］防衛政務官▽副内閣相▽党副幹事長▽東大,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,1. 国民の負担を増やしても給付を維持すべきだ,1. 必要だ,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,1. 引き受けてもいい,1. 必要だ,1. 賛成,2. 反対
792,62,尾崎　　光,おざき　ひかる,新,,広島５区,27406,共産党,0,党地区委員長,党県中部地区委員長・県委員［歴］府中町議▽愛媛・壬生川工高中退,2. 反対,2. 反対,2. 評価しない,1. 導入すべきだ,2. 評価しない,無回答,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,無回答,2. 必要でない,2. 反対,2. 反対
793,78,亀井　静香,かめい　しずか,前,,広島６区,89756,無所属,13,［元］建設相,［元］建設相［歴］自民党政調会長▽国民新党代表▽金融・郵政改革担当相▽東大,2. 反対,2. 反対,2. 評価しない,無回答,2. 評価しない,非該当,2. 必要でない,1. 問題ない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,非該当,非該当,非該当
794,64,小島　敏文,こじま　としふみ,前,,広島６区,65494,自民党,2,党副部会長,党副部会長［歴］衆院議員秘書▽県副議長▽社会福祉法人理事▽大東文化大,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,1. 国民の負担を増やしても給付を維持すべきだ,1. 必要だ,1. 問題ない,1. 見直すべきだ,1. 見直すべきだ,2. 反対,無回答,1. 必要だ,1. 賛成,2. 反対
795,63,寺田　明充,てらだ　あきみつ,新,,広島６区,16839,共産党,0,党県委員,党県委員・県東部地区常任委員［歴］電気店勤務▽長崎県立国際経済大,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
796,31,小林　史明,こばやし　ふみあき,前,［公］,広島７区,101809,自民党,2,党青年局次長,党青年局次長・ネットメディア局次長［歴］ＮＴＴドコモ社員▽上智大,1. 賛成,1. 賛成,1. 評価する,2. 導入すべきでない,1. 評価する,非該当,1. 必要だ,1. 問題ない,1. 見直すべきだ,1. 見直すべきだ,1. 賛成,非該当,1. 必要だ,1. 賛成,1. 賛成
797,31,村田　享子,むらた　きょうこ,新,,広島７区,40000,民主党,0,［元］参議員秘書,［元］参院議員秘書▽党県総支部長［歴］派遣会社員▽東大,2. 反対,2. 反対,1. 評価する,1. 導入すべきだ,2. 評価しない,1. 国民の負担を増やしても給付を維持すべきだ,非該当,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,非該当,非該当
798,32,坂元　大輔,さかもと　だいすけ,前,,広島７区,18186,次世代の党,1,党副幹事長,党副幹事長・青年局長［歴］会社員▽大阪市議秘書▽米セントマーチンズ大,1. 賛成,1. 賛成,1. 評価する,2. 導入すべきでない,1. 評価する,2. 負担増は耐えられないので給付水準が下がるのはやむをえない,1. 必要だ,1. 問題ない,1. 見直すべきだ,1. 見直すべきだ,2. 反対,非該当,1. 必要だ,1. 賛成,1. 賛成
799,58,小浜　一輝,こはま　いちき,新,,広島７区,14811,共産党,0,党県書記長,党県書記長▽県原水協理事［歴］会社員▽民青同盟県委員長▽島根・益田工高,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
800,70,細田　博之,ほそだ　ひろゆき,前,［公］,島根１区,100376,自民党,9,党幹事長代行,党幹事長代行［歴］官房長官▽党国対委員長・幹事長・総務会長▽東大,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,1. 国民の負担を増やしても給付を維持すべきだ,1. 必要だ,無回答,無回答,無回答,無回答,無回答,1. 必要だ,1. 賛成,1. 賛成
801,67,和田章一郎,わだ　しょういちろう,新,,島根１区,38346,民主党,0,党県代表,党県代表［歴］大田市職員▽大田市職員組合書記長・委員長▽県議▽島根大,2. 反対,2. 反対,2. 評価しない,1. 導入すべきだ,2. 評価しない,1. 国民の負担を増やしても給付を維持すべきだ,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,1. 引き受けてもいい,2. 必要でない,2. 反対,2. 反対
802,60,上代　善雄,じょうだい　よしお,新,,島根１区,17479,共産党,0,党県書記長,党県書記長［歴］衆院議員秘書▽党県政策委員長・自治体部長▽島根大,2. 反対,2. 反対,2. 評価しない,1. 導入すべきだ,2. 評価しない,無回答,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,無回答,無回答,2. 必要でない,2. 反対,2. 反対
803,68,竹下　　亘,たけした　わたる,前,［公］,島根２区,123584,自民党,6,復興相,復興相▽党県会長［歴］ＮＨＫ記者▽衆院議員秘書▽党組織運動本部長▽慶大,1. 賛成,1. 賛成,1. 評価する,非該当,1. 評価する,非該当,1. 必要だ,非該当,2. 見直すべきでない,2. 見直すべきでない,2. 反対,非該当,1. 必要だ,1. 賛成,1. 賛成
804,57,山本　　誉,やまもと　ほまる,新,,島根２区,34558,社民党,0,党２区代表,党２区代表・県副代表［歴］ＪＲ西社員▽江津市議▽江津高,2. 反対,2. 反対,非該当,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
805,43,向瀬　慎一,むこせ　しんいち,新,,島根２区,20479,共産党,0,党地区役員,党県西部地区副委員長・県委員［歴］瓦用粘土協同組合職員▽山形大院,2. 反対,2. 反対,2. 評価しない,1. 導入すべきだ,2. 評価しない,無回答,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,無回答,無回答,2. 必要でない,2. 反対,2. 反対
806,72,高村　正彦,こうむら　まさひこ,前,［公］,山口１区,120085,自民党,12,党副総裁,党副総裁▽弁護士［歴］経企庁長官▽外相▽法相▽防衛相▽中大,8. ,8. ,8. ,8. ,8. ,8. ,8. ,8. ,8. ,8. ,8. ,8. ,8. ,8. ,8. 
807,40,高邑　　勉,たかむら　つとむ,元,［生］,山口１区,39375,維新の党,1,会社役員,会社役員［歴］日本生命社員▽参院議員秘書▽慶大院研究員▽北京大院,1. 賛成,2. 反対,1. 評価する,1. 導入すべきだ,2. 評価しない,2. 負担増は耐えられないので給付水準が下がるのはやむをえない,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,1. 引き受けてもいい,1. 必要だ,1. 賛成,1. 賛成
808,62,藤井　直子,ふじい　なおこ,新,,山口１区,16890,共産党,0,党県委員,党県委員［歴］会社員▽学童保育所職員▽徳山市議▽周南市議▽立命館大,2. 反対,2. 反対,2. 評価しない,無回答,2. 評価しない,無回答,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,無回答,2. 必要でない,2. 反対,2. 反対
809,55,岸　　信夫,きし　のぶお,前,［公］,山口２区,96799,自民党,2,［元］副外相,［元］副外相［歴］住友商事社員▽参院議員▽防衛政務官▽慶大,1. 賛成,1. 賛成,1. 評価する,非該当,1. 評価する,非該当,1. 必要だ,1. 問題ない,非該当,非該当,非該当,非該当,1. 必要だ,非該当,非該当
810,60,平岡　秀夫,ひらおか　ひでお,元,,山口２区,57814,民主党,5,［元］法相,［元］法相▽弁護士▽党県代表［歴］大蔵省職員▽副内閣相▽副総務相▽東大,2. 反対,2. 反対,1. 評価する,非該当,2. 評価しない,非該当,非該当,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
811,60,赤松　義生,あかまつ　よしお,新,,山口２区,11115,共産党,0,党県委員,党県委員▽市民団体代表［歴］会社員▽平生町議▽柳井工高,2. 反対,2. 反対,2. 評価しない,無回答,2. 評価しない,無回答,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,2. 反対,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
812,72,河村　建夫,かわむら　たけお,前,［公］,山口３区,93248,自民党,9,［元］官房長官,［元］官房長官▽党地方創生実行統合本部長［歴］県議▽文科相▽慶大,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,1. 国民の負担を増やしても給付を維持すべきだ,1. 必要だ,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,1. 引き受けてもいい,1. 必要だ,1. 賛成,1. 賛成
813,44,三浦　　昇,みうら　のぼる,元,,山口３区,29329,民主党,1,会社役員,ＩＴ関連会社社長▽党県副代表［歴］衆院議員事務所スタッフ▽県議▽慶大院,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,2. 評価しない,2. 負担増は耐えられないので給付水準が下がるのはやむをえない,2. 必要でない,1. 問題ない,2. 見直すべきでない,1. 見直すべきだ,1. 賛成,1. 引き受けてもいい,1. 必要だ,1. 賛成,1. 賛成
814,28,藤井　岳志,ふじい　たけし,新,,山口３区,13818,共産党,0,党准県委員,党准県委員・北南地区常任委員▽民青同盟員▽福岡大,2. 反対,2. 反対,2. 評価しない,無回答,2. 評価しない,無回答,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,無回答,2. 必要でない,2. 反対,2. 反対
815,60,安倍　晋三,あべ　しんぞう,前,［公］,山口４区,100829,自民党,8,首相,首相▽党総裁［歴］神戸製鋼所社員▽党幹事長▽官房長官▽成蹊大,1. 賛成,1. 賛成,1. 評価する,非該当,1. 評価する,無回答,1. 必要だ,無回答,非該当,2. 見直すべきでない,無回答,無回答,1. 必要だ,1. 賛成,1. 賛成
816,61,吉田　貞好,よしだ　さだよし,新,,山口４区,17358,共産党,0,党県書記長,党県書記長［歴］赤旗下関分局員▽岩国革新懇世話人▽下関市大,2. 反対,2. 反対,2. 評価しない,無回答,2. 評価しない,無回答,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,無回答,2. 必要でない,2. 反対,2. 反対
817,51,渡辺　利絵,わたなべ　りえ,新,［生］,山口４区,14018,無所属,0,整形外科医,整形外科医▽難病患者団体代表世話人▽難病患者支援団体会長▽島根医大,2. 反対,2. 反対,2. 評価しない,1. 導入すべきだ,2. 評価しない,1. 国民の負担を増やしても給付を維持すべきだ,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,1. 引き受けてもいい,2. 必要でない,2. 反対,2. 反対
818,56,平井　卓也,ひらい　たくや,前,［公］,香川１区,74115,自民党,6,党ＩＴ特委長,党ＩＴ戦略特命委員長・県会長［歴］西日本放送社長▽副国交相▽上智大,1. 賛成,1. 賛成,1. 評価する,非該当,1. 評価する,非該当,1. 必要だ,無回答,1. 見直すべきだ,1. 見直すべきだ,無回答,無回答,1. 必要だ,1. 賛成,1. 賛成
819,43,小川　淳也,おがわ　じゅんや,前,,香川１区,65810,民主党,4,党副幹事長,党副幹事長・県代表［歴］党政調副会長▽総務政務官▽東大,2. 反対,2. 反対,1. 評価する,2. 導入すべきでない,2. 評価しない,2. 負担増は耐えられないので給付水準が下がるのはやむをえない,1. 必要だ,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,1. 賛成
820,55,河村　　整,かわむら　ただし,新,,香川１区,9823,共産党,0,党県書記長,党県書記長▽明るい民主県政をきずく県連絡会議幹事▽鳥取大,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
821,45,玉木雄一郎,たまき　ゆういちろう,前,,香川２区,78797,民主党,3,党政調副会長,党政調副会長・次の内閣副内閣相［歴］財務省職員▽党県代表▽東大,2. 反対,非該当,2. 評価しない,2. 導入すべきでない,2. 評価しない,非該当,非該当,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,非該当,非該当,1. 賛成
822,49,瀬戸　隆一,せと　たかかず,前,［公］,香川２区,57318,自民党,2,党副部会長,党総務副部会長・情報通信戦略調査会事務局次長▽東工大院,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,2. 負担増は耐えられないので給付水準が下がるのはやむをえない,1. 必要だ,1. 問題ない,2. 見直すべきでない,1. 見直すべきだ,1. 賛成,2. 引き受けたくない,1. 必要だ,2. 反対,1. 賛成
823,54,佐伯　　守,さえき　まもる,新,,香川２区,5050,共産党,0,党地区副委長,党西讃地区副委員長［歴］党高松地区委員長・西讃地区委員長▽四国学院大,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
